//Schedule,Time,Value,Enforce
DaSpinUpArea1,2020.01.06 02:00,+2.9106e+001,1
DaSpinUpArea1,2020.01.06 03:00,+3.0354e+001,1
DaSpinUpArea1,2020.01.06 04:00,+3.3887e+001,1
DaSpinUpArea1,2020.01.06 05:00,+3.9017e+001,1
DaSpinUpArea1,2020.01.06 06:00,+4.1132e+001,1
DaSpinUpArea1,2020.01.06 07:00,+3.8964e+001,1
DaSpinUpArea1,2020.01.06 08:00,+3.6626e+001,1
DaSpinUpArea1,2020.01.06 09:00,+3.5473e+001,1
DaSpinUpArea1,2020.01.06 10:00,+3.4596e+001,1
DaSpinUpArea1,2020.01.06 11:00,+3.3908e+001,1
DaSpinUpArea1,2020.01.06 12:00,+3.3231e+001,1
DaSpinUpArea1,2020.01.06 13:00,+3.2702e+001,1
DaSpinUpArea1,2020.01.06 14:00,+3.2607e+001,1
DaSpinUpArea1,2020.01.06 15:00,+3.2798e+001,1
DaSpinUpArea1,2020.01.06 16:00,+3.5093e+001,1
DaSpinUpArea1,2020.01.06 17:00,+3.8805e+001,1
DaSpinUpArea1,2020.01.06 18:00,+3.8816e+001,1
DaSpinUpArea1,2020.01.06 19:00,+3.8033e+001,1
DaSpinUpArea1,2020.01.06 20:00,+3.6679e+001,1
DaSpinUpArea1,2020.01.06 21:00,+3.3781e+001,1
DaSpinUpArea1,2020.01.06 22:00,+3.1349e+001,1
DaSpinUpArea1,2020.01.06 23:00,+3.0143e+001,1
DaSpinUpArea1,2020.01.07 00:00,+3.0122e+001,1
DaSpinUpArea1,2020.01.07 01:00,+3.0027e+001,1
DaSpinUpArea1,2020.01.07 02:00,+3.0524e+001,1
DaSpinUpArea1,2020.01.07 03:00,+3.1793e+001,1
DaSpinUpArea1,2020.01.07 04:00,+3.5389e+001,1
DaSpinUpArea1,2020.01.07 05:00,+4.0476e+001,1
DaSpinUpArea1,2020.01.07 06:00,+4.2242e+001,1
DaSpinUpArea1,2020.01.07 07:00,+4.0095e+001,1
DaSpinUpArea1,2020.01.07 08:00,+3.7229e+001,1
DaSpinUpArea1,2020.01.07 09:00,+3.5569e+001,1
DaSpinUpArea1,2020.01.07 10:00,+3.4289e+001,1
DaSpinUpArea1,2020.01.07 11:00,+3.3570e+001,1
DaSpinUpArea1,2020.01.07 12:00,+3.3369e+001,1
DaSpinUpArea1,2020.01.07 13:00,+3.2586e+001,1
DaSpinUpArea1,2020.01.07 14:00,+3.2364e+001,1
DaSpinUpArea1,2020.01.07 15:00,+3.2649e+001,1
DaSpinUpArea1,2020.01.07 16:00,+3.4913e+001,1
DaSpinUpArea1,2020.01.07 17:00,+3.8403e+001,1
DaSpinUpArea1,2020.01.07 18:00,+3.8297e+001,1
DaSpinUpArea1,2020.01.07 19:00,+3.7938e+001,1
DaSpinUpArea1,2020.01.07 20:00,+3.6351e+001,1
DaSpinUpArea1,2020.01.07 21:00,+3.3876e+001,1
DaSpinUpArea1,2020.01.07 22:00,+3.1296e+001,1
DaSpinUpArea1,2020.01.07 23:00,+3.0502e+001,1
DaSpinUpArea1,2020.01.08 00:00,+3.0016e+001,1
DaSpinUpArea1,2020.01.08 01:00,+3.0291e+001,1
DaSpinUpArea1,2020.01.08 02:00,+3.0820e+001,1
DaSpinUpArea1,2020.01.08 03:00,+3.2586e+001,1
DaSpinUpArea1,2020.01.08 04:00,+3.5939e+001,1
DaSpinUpArea1,2020.01.08 05:00,+4.1534e+001,1
DaSpinUpArea1,2020.01.08 06:00,+4.3903e+001,1
DaSpinUpArea1,2020.01.08 07:00,+4.1661e+001,1
DaSpinUpArea1,2020.01.08 08:00,+3.8223e+001,1
DaSpinUpArea1,2020.01.08 09:00,+3.6235e+001,1
DaSpinUpArea1,2020.01.08 10:00,+3.4860e+001,1
DaSpinUpArea1,2020.01.08 11:00,+3.3781e+001,1
DaSpinUpArea1,2020.01.08 12:00,+3.3199e+001,1
DaSpinUpArea1,2020.01.08 13:00,+3.2671e+001,1
DaSpinUpArea1,2020.01.08 14:00,+3.2438e+001,1
DaSpinUpArea1,2020.01.08 15:00,+3.2946e+001,1
DaSpinUpArea1,2020.01.08 16:00,+3.5124e+001,1
DaSpinUpArea1,2020.01.08 17:00,+3.8816e+001,1
DaSpinUpArea1,2020.01.08 18:00,+3.8742e+001,1
DaSpinUpArea1,2020.01.08 19:00,+3.8149e+001,1
DaSpinUpArea1,2020.01.08 20:00,+3.7092e+001,1
DaSpinUpArea1,2020.01.08 21:00,+3.4321e+001,1
DaSpinUpArea1,2020.01.08 22:00,+3.1825e+001,1
DaSpinUpArea1,2020.01.08 23:00,+3.0725e+001,1
DaSpinUpArea1,2020.01.09 00:00,+3.0428e+001,1
DaSpinUpArea1,2020.01.09 01:00,+3.0502e+001,1
DaSpinUpArea1,2020.01.09 02:00,+3.1126e+001,1
DaSpinUpArea1,2020.01.09 03:00,+3.2607e+001,1
DaSpinUpArea1,2020.01.09 04:00,+3.6267e+001,1
DaSpinUpArea1,2020.01.09 05:00,+4.1862e+001,1
DaSpinUpArea1,2020.01.09 06:00,+4.3681e+001,1
DaSpinUpArea1,2020.01.09 07:00,+4.1555e+001,1
DaSpinUpArea1,2020.01.09 08:00,+3.8382e+001,1
DaSpinUpArea1,2020.01.09 09:00,+3.6320e+001,1
DaSpinUpArea1,2020.01.09 10:00,+3.4881e+001,1
DaSpinUpArea1,2020.01.09 11:00,+3.3993e+001,1
DaSpinUpArea1,2020.01.09 12:00,+3.3284e+001,1
DaSpinUpArea1,2020.01.09 13:00,+3.2724e+001,1
DaSpinUpArea1,2020.01.09 14:00,+3.2449e+001,1
DaSpinUpArea1,2020.01.09 15:00,+3.2628e+001,1
DaSpinUpArea1,2020.01.09 16:00,+3.4722e+001,1
DaSpinUpArea1,2020.01.09 17:00,+3.8530e+001,1
DaSpinUpArea1,2020.01.09 18:00,+3.8604e+001,1
DaSpinUpArea1,2020.01.09 19:00,+3.8043e+001,1
DaSpinUpArea1,2020.01.09 20:00,+3.6838e+001,1
DaSpinUpArea1,2020.01.09 21:00,+3.4321e+001,1
DaSpinUpArea1,2020.01.09 22:00,+3.1719e+001,1
DaSpinUpArea1,2020.01.09 23:00,+3.0344e+001,1
DaSpinUpArea1,2020.01.10 00:00,+3.0079e+001,1
DaSpinUpArea1,2020.01.10 01:00,+3.0101e+001,1
DaSpinUpArea1,2020.01.10 02:00,+3.0608e+001,1
DaSpinUpArea1,2020.01.10 03:00,+3.1983e+001,1
DaSpinUpArea1,2020.01.10 04:00,+3.5484e+001,1
DaSpinUpArea1,2020.01.10 05:00,+4.0973e+001,1
DaSpinUpArea1,2020.01.10 06:00,+4.2771e+001,1
DaSpinUpArea1,2020.01.10 07:00,+4.0635e+001,1
DaSpinUpArea1,2020.01.10 08:00,+3.7652e+001,1
DaSpinUpArea1,2020.01.10 09:00,+3.5748e+001,1
DaSpinUpArea1,2020.01.10 10:00,+3.4627e+001,1
DaSpinUpArea1,2020.01.10 11:00,+3.3633e+001,1
DaSpinUpArea1,2020.01.10 12:00,+3.2840e+001,1
DaSpinUpArea1,2020.01.10 13:00,+3.2628e+001,1
DaSpinUpArea1,2020.01.10 14:00,+3.2142e+001,1
DaSpinUpArea1,2020.01.10 15:00,+3.2279e+001,1
DaSpinUpArea1,2020.01.10 16:00,+3.3792e+001,1
DaSpinUpArea1,2020.01.10 17:00,+3.6637e+001,1
DaSpinUpArea1,2020.01.10 18:00,+3.6055e+001,1
DaSpinUpArea1,2020.01.10 19:00,+3.5452e+001,1
DaSpinUpArea1,2020.01.10 20:00,+3.4532e+001,1
DaSpinUpArea1,2020.01.10 21:00,+3.2639e+001,1
DaSpinUpArea1,2020.01.10 22:00,+3.0471e+001,1
DaSpinUpArea1,2020.01.10 23:00,+2.9138e+001,1
DaSpinUpArea1,2020.01.11 00:00,+2.8514e+001,1
DaSpinUpArea1,2020.01.11 01:00,+2.8345e+001,1
DaSpinUpArea1,2020.01.11 02:00,+2.8377e+001,1
DaSpinUpArea1,2020.01.11 03:00,+2.8874e+001,1
DaSpinUpArea1,2020.01.11 04:00,+2.9952e+001,1
DaSpinUpArea1,2020.01.11 05:00,+3.1951e+001,1
DaSpinUpArea1,2020.01.11 06:00,+3.4014e+001,1
DaSpinUpArea1,2020.01.11 07:00,+3.5135e+001,1
DaSpinUpArea1,2020.01.11 08:00,+3.5082e+001,1
DaSpinUpArea1,2020.01.11 09:00,+3.4236e+001,1
DaSpinUpArea1,2020.01.11 10:00,+3.3644e+001,1
DaSpinUpArea1,2020.01.11 11:00,+3.2639e+001,1
DaSpinUpArea1,2020.01.11 12:00,+3.2004e+001,1
DaSpinUpArea1,2020.01.11 13:00,+3.1158e+001,1
DaSpinUpArea1,2020.01.11 14:00,+3.0936e+001,1
DaSpinUpArea1,2020.01.11 15:00,+3.1137e+001,1
DaSpinUpArea1,2020.01.11 16:00,+3.2914e+001,1
DaSpinUpArea1,2020.01.11 17:00,+3.5833e+001,1
DaSpinUpArea1,2020.01.11 18:00,+3.5368e+001,1
DaSpinUpArea1,2020.01.11 19:00,+3.4585e+001,1
DaSpinUpArea1,2020.01.11 20:00,+3.3369e+001,1
DaSpinUpArea1,2020.01.11 21:00,+3.1571e+001,1
DaSpinUpArea1,2020.01.11 22:00,+2.9540e+001,1
DaSpinUpArea1,2020.01.11 23:00,+2.8387e+001,1
DaSpinUpArea1,2020.01.12 00:00,+2.7615e+001,1
DaSpinUpArea1,2020.01.12 01:00,+2.7277e+001,1
DaSpinUpArea1,2020.01.12 02:00,+2.6981e+001,1
DaSpinUpArea1,2020.01.12 03:00,+2.7065e+001,1
DaSpinUpArea1,2020.01.12 04:00,+2.8006e+001,1
DaSpinUpArea1,2020.01.12 05:00,+2.9752e+001,1
DaSpinUpArea1,2020.01.12 06:00,+3.1433e+001,1
DaSpinUpArea1,2020.01.12 07:00,+3.2459e+001,1
DaSpinUpArea1,2020.01.12 08:00,+3.2681e+001,1
DaSpinUpArea1,2020.01.12 09:00,+3.2586e+001,1
DaSpinUpArea1,2020.01.12 10:00,+3.2152e+001,1
DaSpinUpArea1,2020.01.12 11:00,+3.1740e+001,1
DaSpinUpArea1,2020.01.12 12:00,+3.1063e+001,1
DaSpinUpArea1,2020.01.12 13:00,+3.0407e+001,1
DaSpinUpArea1,2020.01.12 14:00,+3.0439e+001,1
DaSpinUpArea1,2020.01.12 15:00,+3.0936e+001,1
DaSpinUpArea1,2020.01.12 16:00,+3.3168e+001,1
DaSpinUpArea1,2020.01.12 17:00,+3.7060e+001,1
DaSpinUpArea1,2020.01.12 18:00,+3.7070e+001,1
DaSpinUpArea1,2020.01.12 19:00,+3.6193e+001,1
DaSpinUpArea1,2020.01.12 20:00,+3.5135e+001,1
DaSpinUpArea1,2020.01.12 21:00,+3.3422e+001,1
DaSpinUpArea1,2020.01.12 22:00,+3.1105e+001,1
DaSpinUpArea1,2020.01.12 23:00,+2.9995e+001,1
DaSpinUpArea1,2020.01.13 00:00,+2.9804e+001,1
DaSpinUpArea1,2020.01.13 01:00,+2.9910e+001,1
DaSpinUpArea1,2020.01.13 02:00,+3.0376e+001,1
DaSpinUpArea1,2020.01.13 03:00,+3.1867e+001,1
DaSpinUpArea1,2020.01.13 04:00,+3.4543e+001,1
DaSpinUpArea1,2020.01.13 05:00,+3.8467e+001,1
DaSpinUpArea1,2020.01.13 06:00,+4.0645e+001,1
DaSpinUpArea1,2020.01.13 07:00,+4.0550e+001,1
DaSpinUpArea1,2020.01.13 08:00,+3.9292e+001,1
DaSpinUpArea1,2020.01.13 09:00,+3.8371e+001,1
DaSpinUpArea1,2020.01.13 10:00,+3.7208e+001,1
DaSpinUpArea1,2020.01.13 11:00,+3.5653e+001,1
DaSpinUpArea1,2020.01.13 12:00,+3.4606e+001,1
DaSpinUpArea1,2020.01.13 13:00,+3.3570e+001,1
DaSpinUpArea1,2020.01.13 14:00,+3.3189e+001,1
DaSpinUpArea1,2020.01.13 15:00,+3.3570e+001,1
DaSpinUpArea1,2020.01.13 16:00,+3.6965e+001,1
DaSpinUpArea1,2020.01.13 17:00,+4.0815e+001,1
DaSpinUpArea1,2020.01.13 18:00,+4.1079e+001,1
DaSpinUpArea1,2020.01.13 19:00,+4.0402e+001,1
DaSpinUpArea1,2020.01.13 20:00,+3.9408e+001,1
DaSpinUpArea1,2020.01.13 21:00,+3.6563e+001,1
DaSpinUpArea1,2020.01.13 22:00,+3.3792e+001,1
DaSpinUpArea1,2020.01.13 23:00,+3.3210e+001,1
DaSpinUpArea1,2020.01.14 00:00,+3.2946e+001,1
DaSpinUpArea1,2020.01.14 01:00,+3.3147e+001,1
DaSpinUpArea1,2020.01.14 02:00,+3.3940e+001,1
DaSpinUpArea1,2020.01.14 03:00,+3.5643e+001,1
DaSpinUpArea1,2020.01.14 04:00,+3.9630e+001,1
DaSpinUpArea1,2020.01.14 05:00,+4.5807e+001,1
DaSpinUpArea1,2020.01.14 06:00,+4.8091e+001,1
DaSpinUpArea1,2020.01.14 07:00,+4.5013e+001,1
DaSpinUpArea1,2020.01.14 08:00,+4.1121e+001,1
DaSpinUpArea1,2020.01.14 09:00,+3.8583e+001,1
DaSpinUpArea1,2020.01.14 10:00,+3.6542e+001,1
DaSpinUpArea1,2020.01.14 11:00,+3.5251e+001,1
DaSpinUpArea1,2020.01.14 12:00,+3.4056e+001,1
DaSpinUpArea1,2020.01.14 13:00,+3.3326e+001,1
DaSpinUpArea1,2020.01.14 14:00,+3.2819e+001,1
DaSpinUpArea1,2020.01.14 15:00,+3.3242e+001,1
DaSpinUpArea1,2020.01.14 16:00,+3.5738e+001,1
DaSpinUpArea1,2020.01.14 17:00,+4.0381e+001,1
DaSpinUpArea1,2020.01.14 18:00,+4.0825e+001,1
DaSpinUpArea1,2020.01.14 19:00,+4.0603e+001,1
DaSpinUpArea1,2020.01.14 20:00,+3.9767e+001,1
DaSpinUpArea1,2020.01.14 21:00,+3.6658e+001,1
DaSpinUpArea1,2020.01.14 22:00,+3.4162e+001,1
DaSpinUpArea1,2020.01.14 23:00,+3.2829e+001,1
DaSpinUpArea1,2020.01.15 00:00,+3.2523e+001,1
DaSpinUpArea1,2020.01.15 01:00,+3.2501e+001,1
DaSpinUpArea1,2020.01.15 02:00,+3.2977e+001,1
DaSpinUpArea1,2020.01.15 03:00,+3.4606e+001,1
DaSpinUpArea1,2020.01.15 04:00,+3.8794e+001,1
DaSpinUpArea1,2020.01.15 05:00,+4.4432e+001,1
DaSpinUpArea1,2020.01.15 06:00,+4.6420e+001,1
DaSpinUpArea1,2020.01.15 07:00,+4.4083e+001,1
DaSpinUpArea1,2020.01.15 08:00,+4.0550e+001,1
DaSpinUpArea1,2020.01.15 09:00,+3.7948e+001,1
DaSpinUpArea1,2020.01.15 10:00,+3.5981e+001,1
DaSpinUpArea1,2020.01.15 11:00,+3.4849e+001,1
DaSpinUpArea1,2020.01.15 12:00,+3.3940e+001,1
DaSpinUpArea1,2020.01.15 13:00,+3.3221e+001,1
DaSpinUpArea1,2020.01.15 14:00,+3.2840e+001,1
DaSpinUpArea1,2020.01.15 15:00,+3.3147e+001,1
DaSpinUpArea1,2020.01.15 16:00,+3.5484e+001,1
DaSpinUpArea1,2020.01.15 17:00,+3.9905e+001,1
DaSpinUpArea1,2020.01.15 18:00,+4.0169e+001,1
DaSpinUpArea1,2020.01.15 19:00,+3.9841e+001,1
DaSpinUpArea1,2020.01.15 20:00,+3.8689e+001,1
DaSpinUpArea1,2020.01.15 21:00,+3.5431e+001,1
DaSpinUpArea1,2020.01.15 22:00,+3.2470e+001,1
DaSpinUpArea1,2020.01.15 23:00,+3.1095e+001,1
DaSpinUpArea1,2020.01.16 00:00,+3.0640e+001,1
DaSpinUpArea1,2020.01.16 01:00,+3.0524e+001,1
DaSpinUpArea1,2020.01.16 02:00,+3.0545e+001,1
DaSpinUpArea1,2020.01.16 03:00,+3.1930e+001,1
DaSpinUpArea1,2020.01.16 04:00,+3.5029e+001,1
DaSpinUpArea1,2020.01.16 05:00,+4.0095e+001,1
DaSpinUpArea1,2020.01.16 06:00,+4.2380e+001,1
DaSpinUpArea1,2020.01.16 07:00,+4.0233e+001,1
DaSpinUpArea1,2020.01.16 08:00,+3.7980e+001,1
DaSpinUpArea1,2020.01.16 09:00,+3.6637e+001,1
DaSpinUpArea1,2020.01.16 10:00,+3.5822e+001,1
DaSpinUpArea1,2020.01.16 11:00,+3.5103e+001,1
DaSpinUpArea1,2020.01.16 12:00,+3.4543e+001,1
DaSpinUpArea1,2020.01.16 13:00,+3.4088e+001,1
DaSpinUpArea1,2020.01.16 14:00,+3.3697e+001,1
DaSpinUpArea1,2020.01.16 15:00,+3.4204e+001,1
DaSpinUpArea1,2020.01.16 16:00,+3.6351e+001,1
DaSpinUpArea1,2020.01.16 17:00,+4.0550e+001,1
DaSpinUpArea1,2020.01.16 18:00,+4.0666e+001,1
DaSpinUpArea1,2020.01.16 19:00,+4.0042e+001,1
DaSpinUpArea1,2020.01.16 20:00,+3.9101e+001,1
DaSpinUpArea1,2020.01.16 21:00,+3.6013e+001,1
DaSpinUpArea1,2020.01.16 22:00,+3.3432e+001,1
DaSpinUpArea1,2020.01.16 23:00,+3.2353e+001,1
DaSpinUpArea1,2020.01.17 00:00,+3.2216e+001,1
DaSpinUpArea1,2020.01.17 01:00,+3.2322e+001,1
DaSpinUpArea1,2020.01.17 02:00,+3.2924e+001,1
DaSpinUpArea1,2020.01.17 03:00,+3.4352e+001,1
DaSpinUpArea1,2020.01.17 04:00,+3.8128e+001,1
DaSpinUpArea1,2020.01.17 05:00,+4.3744e+001,1
DaSpinUpArea1,2020.01.17 06:00,+4.6293e+001,1
DaSpinUpArea1,2020.01.17 07:00,+4.3289e+001,1
DaSpinUpArea1,2020.01.17 08:00,+3.9725e+001,1
DaSpinUpArea1,2020.01.17 09:00,+3.7240e+001,1
DaSpinUpArea1,2020.01.17 10:00,+3.5346e+001,1
DaSpinUpArea1,2020.01.17 11:00,+3.4088e+001,1
DaSpinUpArea1,2020.01.17 12:00,+3.3136e+001,1
DaSpinUpArea1,2020.01.17 13:00,+3.2406e+001,1
DaSpinUpArea1,2020.01.17 14:00,+3.1856e+001,1
DaSpinUpArea1,2020.01.17 15:00,+3.2163e+001,1
DaSpinUpArea1,2020.01.17 16:00,+3.3993e+001,1
DaSpinUpArea1,2020.01.17 17:00,+3.7747e+001,1
DaSpinUpArea1,2020.01.17 18:00,+3.8297e+001,1
DaSpinUpArea1,2020.01.17 19:00,+3.7938e+001,1
DaSpinUpArea1,2020.01.17 20:00,+3.7811e+001,1
DaSpinUpArea1,2020.01.17 21:00,+3.6087e+001,1
DaSpinUpArea1,2020.01.17 22:00,+3.4077e+001,1
DaSpinUpArea1,2020.01.17 23:00,+3.3157e+001,1
DaSpinUpArea1,2020.01.18 00:00,+3.2808e+001,1
DaSpinUpArea1,2020.01.18 01:00,+3.2946e+001,1
DaSpinUpArea1,2020.01.18 02:00,+3.3316e+001,1
DaSpinUpArea1,2020.01.18 03:00,+3.4247e+001,1
DaSpinUpArea1,2020.01.18 04:00,+3.6045e+001,1
DaSpinUpArea1,2020.01.18 05:00,+3.9006e+001,1
DaSpinUpArea1,2020.01.18 06:00,+4.1650e+001,1
DaSpinUpArea1,2020.01.18 07:00,+4.2189e+001,1
DaSpinUpArea1,2020.01.18 08:00,+4.0360e+001,1
DaSpinUpArea1,2020.01.18 09:00,+3.8297e+001,1
DaSpinUpArea1,2020.01.18 10:00,+3.6045e+001,1
DaSpinUpArea1,2020.01.18 11:00,+3.4109e+001,1
DaSpinUpArea1,2020.01.18 12:00,+3.2628e+001,1
DaSpinUpArea1,2020.01.18 13:00,+3.1740e+001,1
DaSpinUpArea1,2020.01.18 14:00,+3.1042e+001,1
