//Schedule,Time,Value,Enforce
309_WIND_1,2020.01.03 05:00,+1.0890e+002,1
309_WIND_1,2020.01.03 06:00,+1.0780e+002,1
309_WIND_1,2020.01.03 07:00,+1.0670e+002,1
309_WIND_1,2020.01.03 08:00,+1.1630e+002,1
309_WIND_1,2020.01.03 09:00,+8.3000e+001,1
309_WIND_1,2020.01.03 10:00,+6.5000e+001,1
309_WIND_1,2020.01.03 11:00,+1.1470e+002,1
309_WIND_1,2020.01.03 12:00,+5.8800e+001,1
309_WIND_1,2020.01.03 13:00,+8.6100e+001,1
309_WIND_1,2020.01.03 14:00,+8.2900e+001,1
309_WIND_1,2020.01.03 15:00,+7.2800e+001,1
309_WIND_1,2020.01.03 16:00,+7.3100e+001,1
309_WIND_1,2020.01.03 17:00,+7.9000e+001,1
309_WIND_1,2020.01.03 18:00,+9.6500e+001,1
309_WIND_1,2020.01.03 19:00,+9.2500e+001,1
309_WIND_1,2020.01.03 20:00,+1.1870e+002,1
309_WIND_1,2020.01.03 21:00,+1.1380e+002,1
309_WIND_1,2020.01.03 22:00,+1.2020e+002,1
309_WIND_1,2020.01.03 23:00,+7.9700e+001,1
309_WIND_1,2020.01.04 00:00,+2.8500e+001,1
309_WIND_1,2020.01.04 01:00,+3.0600e+001,1
309_WIND_1,2020.01.04 02:00,+2.3600e+001,1
309_WIND_1,2020.01.04 03:00,+4.6900e+001,1
309_WIND_1,2020.01.04 04:00,+4.1400e+001,1
309_WIND_1,2020.01.04 05:00,+2.3100e+001,1
309_WIND_1,2020.01.04 06:00,+1.8800e+001,1
309_WIND_1,2020.01.04 07:00,+2.0600e+001,1
309_WIND_1,2020.01.04 08:00,+2.6000e+000,1
309_WIND_1,2020.01.04 09:00,+0.0000e+000,1
309_WIND_1,2020.01.04 10:00,+0.0000e+000,1
309_WIND_1,2020.01.04 11:00,+0.0000e+000,1
309_WIND_1,2020.01.04 12:00,+4.9000e+000,1
309_WIND_1,2020.01.04 13:00,+6.0300e+001,1
309_WIND_1,2020.01.04 14:00,+6.5000e+001,1
309_WIND_1,2020.01.04 15:00,+7.6600e+001,1
309_WIND_1,2020.01.04 16:00,+3.7900e+001,1
309_WIND_1,2020.01.04 17:00,+3.7800e+001,1
309_WIND_1,2020.01.04 18:00,+1.0550e+002,1
309_WIND_1,2020.01.04 19:00,+1.3730e+002,1
309_WIND_1,2020.01.04 20:00,+1.4290e+002,1
309_WIND_1,2020.01.04 21:00,+1.4700e+002,1
309_WIND_1,2020.01.04 22:00,+1.4700e+002,1
309_WIND_1,2020.01.04 23:00,+1.4740e+002,1
309_WIND_1,2020.01.05 00:00,+1.4680e+002,1
309_WIND_1,2020.01.05 01:00,+1.4700e+002,1
309_WIND_1,2020.01.05 02:00,+1.4760e+002,1
309_WIND_1,2020.01.05 03:00,+1.4660e+002,1
309_WIND_1,2020.01.05 04:00,+1.4750e+002,1
309_WIND_1,2020.01.05 05:00,+1.4720e+002,1
309_WIND_1,2020.01.05 06:00,+1.4710e+002,1
309_WIND_1,2020.01.05 07:00,+1.4660e+002,1
309_WIND_1,2020.01.05 08:00,+1.4550e+002,1
309_WIND_1,2020.01.05 09:00,+1.4620e+002,1
309_WIND_1,2020.01.05 10:00,+1.4030e+002,1
309_WIND_1,2020.01.05 11:00,+1.0190e+002,1
309_WIND_1,2020.01.05 12:00,+7.8400e+001,1
309_WIND_1,2020.01.05 13:00,+7.0400e+001,1
309_WIND_1,2020.01.05 14:00,+5.1100e+001,1
309_WIND_1,2020.01.05 15:00,+5.3600e+001,1
309_WIND_1,2020.01.05 16:00,+4.4200e+001,1
309_WIND_1,2020.01.05 17:00,+8.3600e+001,1
309_WIND_1,2020.01.05 18:00,+7.7500e+001,1
309_WIND_1,2020.01.05 19:00,+6.6900e+001,1
309_WIND_1,2020.01.05 20:00,+2.0700e+001,1
309_WIND_1,2020.01.05 21:00,+1.4500e+001,1
309_WIND_1,2020.01.05 22:00,+3.9000e+001,1
309_WIND_1,2020.01.05 23:00,+8.6600e+001,1
309_WIND_1,2020.01.06 00:00,+1.0400e+002,1
309_WIND_1,2020.01.06 01:00,+1.1730e+002,1
309_WIND_1,2020.01.06 02:00,+1.3000e+002,1
309_WIND_1,2020.01.06 03:00,+1.3510e+002,1
309_WIND_1,2020.01.06 04:00,+1.2310e+002,1
309_WIND_1,2020.01.06 05:00,+1.0440e+002,1
309_WIND_1,2020.01.06 06:00,+9.6500e+001,1
309_WIND_1,2020.01.06 07:00,+9.4500e+001,1
309_WIND_1,2020.01.06 08:00,+1.0030e+002,1
309_WIND_1,2020.01.06 09:00,+1.3240e+002,1
309_WIND_1,2020.01.06 10:00,+1.4530e+002,1
309_WIND_1,2020.01.06 11:00,+1.4320e+002,1
309_WIND_1,2020.01.06 12:00,+1.3600e+002,1
309_WIND_1,2020.01.06 13:00,+1.2310e+002,1
309_WIND_1,2020.01.06 14:00,+1.3070e+002,1
309_WIND_1,2020.01.06 15:00,+1.4320e+002,1
309_WIND_1,2020.01.06 16:00,+1.3010e+002,1
309_WIND_1,2020.01.06 17:00,+1.3720e+002,1
309_WIND_1,2020.01.06 18:00,+1.2800e+002,1
309_WIND_1,2020.01.06 19:00,+1.3780e+002,1
309_WIND_1,2020.01.06 20:00,+1.3480e+002,1
309_WIND_1,2020.01.06 21:00,+1.4500e+002,1
309_WIND_1,2020.01.06 22:00,+1.4760e+002,1
309_WIND_1,2020.01.06 23:00,+1.4810e+002,1
309_WIND_1,2020.01.07 00:00,+1.4800e+002,1
309_WIND_1,2020.01.07 01:00,+1.4770e+002,1
309_WIND_1,2020.01.07 02:00,+1.4700e+002,1
309_WIND_1,2020.01.07 03:00,+1.4690e+002,1
309_WIND_1,2020.01.07 04:00,+1.4640e+002,1
309_WIND_1,2020.01.07 05:00,+1.4550e+002,1
309_WIND_1,2020.01.07 06:00,+1.4710e+002,1
309_WIND_1,2020.01.07 07:00,+1.4720e+002,1
309_WIND_1,2020.01.07 08:00,+1.4800e+002,1
309_WIND_1,2020.01.07 09:00,+1.4760e+002,1
309_WIND_1,2020.01.07 10:00,+1.3850e+002,1
309_WIND_1,2020.01.07 11:00,+1.4240e+002,1
309_WIND_1,2020.01.07 12:00,+1.4680e+002,1
309_WIND_1,2020.01.07 13:00,+1.4620e+002,1
309_WIND_1,2020.01.07 14:00,+1.4410e+002,1
309_WIND_1,2020.01.07 15:00,+1.4620e+002,1
309_WIND_1,2020.01.07 16:00,+1.4660e+002,1
309_WIND_1,2020.01.07 17:00,+1.4090e+002,1
309_WIND_1,2020.01.07 18:00,+1.4720e+002,1
309_WIND_1,2020.01.07 19:00,+1.4570e+002,1
309_WIND_1,2020.01.07 20:00,+1.4610e+002,1
309_WIND_1,2020.01.07 21:00,+1.3710e+002,1
309_WIND_1,2020.01.07 22:00,+1.4210e+002,1
309_WIND_1,2020.01.07 23:00,+1.4530e+002,1
309_WIND_1,2020.01.08 00:00,+1.3310e+002,1
309_WIND_1,2020.01.08 01:00,+9.9300e+001,1
309_WIND_1,2020.01.08 02:00,+6.9100e+001,1
309_WIND_1,2020.01.08 03:00,+9.3100e+001,1
309_WIND_1,2020.01.08 04:00,+1.0060e+002,1
309_WIND_1,2020.01.08 05:00,+1.0720e+002,1
309_WIND_1,2020.01.08 06:00,+1.4100e+002,1
309_WIND_1,2020.01.08 07:00,+1.4800e+002,1
309_WIND_1,2020.01.08 08:00,+1.4820e+002,1
309_WIND_1,2020.01.08 09:00,+1.4830e+002,1
309_WIND_1,2020.01.08 10:00,+1.4830e+002,1
309_WIND_1,2020.01.08 11:00,+1.4510e+002,1
309_WIND_1,2020.01.08 12:00,+1.4570e+002,1
309_WIND_1,2020.01.08 13:00,+1.4600e+002,1
309_WIND_1,2020.01.08 14:00,+1.4710e+002,1
309_WIND_1,2020.01.08 15:00,+1.4650e+002,1
309_WIND_1,2020.01.08 16:00,+1.4700e+002,1
309_WIND_1,2020.01.08 17:00,+1.4780e+002,1
309_WIND_1,2020.01.08 18:00,+1.4770e+002,1
309_WIND_1,2020.01.08 19:00,+1.4720e+002,1
309_WIND_1,2020.01.08 20:00,+1.4520e+002,1
309_WIND_1,2020.01.08 21:00,+1.4540e+002,1
309_WIND_1,2020.01.08 22:00,+1.4680e+002,1
309_WIND_1,2020.01.08 23:00,+1.4700e+002,1
309_WIND_1,2020.01.09 00:00,+1.4680e+002,1
309_WIND_1,2020.01.09 01:00,+1.4620e+002,1
309_WIND_1,2020.01.09 02:00,+1.4780e+002,1
309_WIND_1,2020.01.09 03:00,+1.4760e+002,1
309_WIND_1,2020.01.09 04:00,+1.4730e+002,1
309_WIND_1,2020.01.09 05:00,+1.4700e+002,1
309_WIND_1,2020.01.09 06:00,+1.4720e+002,1
309_WIND_1,2020.01.09 07:00,+1.4740e+002,1
309_WIND_1,2020.01.09 08:00,+1.4650e+002,1
309_WIND_1,2020.01.09 09:00,+1.4460e+002,1
309_WIND_1,2020.01.09 10:00,+1.2680e+002,1
309_WIND_1,2020.01.09 11:00,+8.1300e+001,1
309_WIND_1,2020.01.09 12:00,+4.4300e+001,1
309_WIND_1,2020.01.09 13:00,+2.7400e+001,1
309_WIND_1,2020.01.09 14:00,+1.0800e+001,1
309_WIND_1,2020.01.09 15:00,+5.2000e+000,1
309_WIND_1,2020.01.09 16:00,+9.2000e+000,1
309_WIND_1,2020.01.09 17:00,+1.4100e+001,1
309_WIND_1,2020.01.09 18:00,+3.0300e+001,1
309_WIND_1,2020.01.09 19:00,+6.3600e+001,1
309_WIND_1,2020.01.09 20:00,+8.2900e+001,1
309_WIND_1,2020.01.09 21:00,+1.1720e+002,1
309_WIND_1,2020.01.09 22:00,+1.1270e+002,1
309_WIND_1,2020.01.09 23:00,+1.2220e+002,1
309_WIND_1,2020.01.10 00:00,+1.1250e+002,1
309_WIND_1,2020.01.10 01:00,+8.7000e+001,1
309_WIND_1,2020.01.10 02:00,+1.0180e+002,1
309_WIND_1,2020.01.10 03:00,+1.0170e+002,1
309_WIND_1,2020.01.10 04:00,+7.9500e+001,1
309_WIND_1,2020.01.10 05:00,+4.6300e+001,1
309_WIND_1,2020.01.10 06:00,+2.8500e+001,1
309_WIND_1,2020.01.10 07:00,+5.2100e+001,1
309_WIND_1,2020.01.10 08:00,+8.7900e+001,1
309_WIND_1,2020.01.10 09:00,+9.2000e+001,1
309_WIND_1,2020.01.10 10:00,+8.6300e+001,1
309_WIND_1,2020.01.10 11:00,+7.5200e+001,1
309_WIND_1,2020.01.10 12:00,+7.5700e+001,1
309_WIND_1,2020.01.10 13:00,+9.0400e+001,1
309_WIND_1,2020.01.10 14:00,+1.1070e+002,1
309_WIND_1,2020.01.10 15:00,+9.3500e+001,1
309_WIND_1,2020.01.10 16:00,+7.7500e+001,1
309_WIND_1,2020.01.10 17:00,+0.0000e+000,1
309_WIND_1,2020.01.10 18:00,+0.0000e+000,1
309_WIND_1,2020.01.10 19:00,+1.2500e+001,1
309_WIND_1,2020.01.10 20:00,+5.2500e+001,1
309_WIND_1,2020.01.10 21:00,+3.5000e+001,1
309_WIND_1,2020.01.10 22:00,+5.5300e+001,1
309_WIND_1,2020.01.10 23:00,+5.8400e+001,1
309_WIND_1,2020.01.11 00:00,+2.9500e+001,1
309_WIND_1,2020.01.11 01:00,+1.9000e+001,1
309_WIND_1,2020.01.11 02:00,+1.5700e+001,1
309_WIND_1,2020.01.11 03:00,+4.1500e+001,1
309_WIND_1,2020.01.11 04:00,+4.2400e+001,1
309_WIND_1,2020.01.11 05:00,+3.1800e+001,1
309_WIND_1,2020.01.11 06:00,+1.4000e+001,1
309_WIND_1,2020.01.11 07:00,+8.7000e+000,1
309_WIND_1,2020.01.11 08:00,+6.7000e+000,1
309_WIND_1,2020.01.11 09:00,+3.3000e+000,1
309_WIND_1,2020.01.11 10:00,+0.0000e+000,1
309_WIND_1,2020.01.11 11:00,+1.3800e+001,1
309_WIND_1,2020.01.11 12:00,+4.7800e+001,1
309_WIND_1,2020.01.11 13:00,+7.0400e+001,1
309_WIND_1,2020.01.11 14:00,+1.0560e+002,1
309_WIND_1,2020.01.11 15:00,+1.1120e+002,1
309_WIND_1,2020.01.11 16:00,+1.3310e+002,1
309_WIND_1,2020.01.11 17:00,+1.0200e+002,1
309_WIND_1,2020.01.11 18:00,+3.7700e+001,1
309_WIND_1,2020.01.11 19:00,+2.5500e+001,1
309_WIND_1,2020.01.11 20:00,+1.4600e+001,1
309_WIND_1,2020.01.11 21:00,+5.5300e+001,1
309_WIND_1,2020.01.11 22:00,+3.4700e+001,1
309_WIND_1,2020.01.11 23:00,+5.0300e+001,1
309_WIND_1,2020.01.12 00:00,+7.1600e+001,1
309_WIND_1,2020.01.12 01:00,+6.3800e+001,1
309_WIND_1,2020.01.12 02:00,+7.3800e+001,1
309_WIND_1,2020.01.12 03:00,+8.1200e+001,1
309_WIND_1,2020.01.12 04:00,+7.4200e+001,1
309_WIND_1,2020.01.12 05:00,+7.8900e+001,1
309_WIND_1,2020.01.12 06:00,+7.2400e+001,1
309_WIND_1,2020.01.12 07:00,+7.2500e+001,1
309_WIND_1,2020.01.12 08:00,+6.7400e+001,1
309_WIND_1,2020.01.12 09:00,+7.0400e+001,1
309_WIND_1,2020.01.12 10:00,+7.1300e+001,1
309_WIND_1,2020.01.12 11:00,+5.2800e+001,1
309_WIND_1,2020.01.12 12:00,+4.3300e+001,1
309_WIND_1,2020.01.12 13:00,+4.3500e+001,1
309_WIND_1,2020.01.12 14:00,+4.3000e+001,1
309_WIND_1,2020.01.12 15:00,+4.2100e+001,1
309_WIND_1,2020.01.12 16:00,+2.9900e+001,1
309_WIND_1,2020.01.12 17:00,+6.0300e+001,1
309_WIND_1,2020.01.12 18:00,+7.3300e+001,1
309_WIND_1,2020.01.12 19:00,+6.1600e+001,1
309_WIND_1,2020.01.12 20:00,+3.5000e+001,1
309_WIND_1,2020.01.12 21:00,+3.0600e+001,1
309_WIND_1,2020.01.12 22:00,+5.5800e+001,1
309_WIND_1,2020.01.12 23:00,+6.8800e+001,1
309_WIND_1,2020.01.13 00:00,+8.1000e+001,1
309_WIND_1,2020.01.13 01:00,+1.0950e+002,1
309_WIND_1,2020.01.13 02:00,+1.2890e+002,1
309_WIND_1,2020.01.13 03:00,+1.4190e+002,1
309_WIND_1,2020.01.13 04:00,+1.1350e+002,1
309_WIND_1,2020.01.13 05:00,+1.4090e+002,1
309_WIND_1,2020.01.13 06:00,+8.7700e+001,1
309_WIND_1,2020.01.13 07:00,+8.6700e+001,1
309_WIND_1,2020.01.13 08:00,+3.3600e+001,1
309_WIND_1,2020.01.13 09:00,+2.5400e+001,1
309_WIND_1,2020.01.13 10:00,+4.5300e+001,1
309_WIND_1,2020.01.13 11:00,+6.4000e+000,1
309_WIND_1,2020.01.13 12:00,+1.5500e+001,1
309_WIND_1,2020.01.13 13:00,+2.8900e+001,1
309_WIND_1,2020.01.13 14:00,+8.9200e+001,1
309_WIND_1,2020.01.13 15:00,+7.3500e+001,1
309_WIND_1,2020.01.13 16:00,+1.0490e+002,1
309_WIND_1,2020.01.13 17:00,+1.4520e+002,1
309_WIND_1,2020.01.13 18:00,+1.4080e+002,1
309_WIND_1,2020.01.13 19:00,+5.0000e+001,1
309_WIND_1,2020.01.13 20:00,+5.4000e+001,1
309_WIND_1,2020.01.13 21:00,+8.1400e+001,1
309_WIND_1,2020.01.13 22:00,+3.4700e+001,1
309_WIND_1,2020.01.13 23:00,+6.4400e+001,1
309_WIND_1,2020.01.14 00:00,+1.1580e+002,1
309_WIND_1,2020.01.14 01:00,+1.2920e+002,1
309_WIND_1,2020.01.14 02:00,+1.4790e+002,1
309_WIND_1,2020.01.14 03:00,+1.4650e+002,1
309_WIND_1,2020.01.14 04:00,+1.4780e+002,1
309_WIND_1,2020.01.14 05:00,+1.4790e+002,1
309_WIND_1,2020.01.14 06:00,+1.4710e+002,1
309_WIND_1,2020.01.14 07:00,+1.4560e+002,1
309_WIND_1,2020.01.14 08:00,+1.4580e+002,1
309_WIND_1,2020.01.14 09:00,+1.4410e+002,1
309_WIND_1,2020.01.14 10:00,+1.3640e+002,1
309_WIND_1,2020.01.14 11:00,+1.3560e+002,1
309_WIND_1,2020.01.14 12:00,+1.3270e+002,1
309_WIND_1,2020.01.14 13:00,+1.2400e+002,1
309_WIND_1,2020.01.14 14:00,+1.2450e+002,1
309_WIND_1,2020.01.14 15:00,+1.1750e+002,1
309_WIND_1,2020.01.14 16:00,+7.2100e+001,1
309_WIND_1,2020.01.14 17:00,+1.3100e+001,1
309_WIND_1,2020.01.14 18:00,+1.1590e+002,1
309_WIND_1,2020.01.14 19:00,+1.3490e+002,1
309_WIND_1,2020.01.14 20:00,+1.4170e+002,1
309_WIND_1,2020.01.14 21:00,+6.3800e+001,1
309_WIND_1,2020.01.14 22:00,+7.3500e+001,1
309_WIND_1,2020.01.14 23:00,+9.0100e+001,1
309_WIND_1,2020.01.15 00:00,+1.0650e+002,1
309_WIND_1,2020.01.15 01:00,+6.7100e+001,1
309_WIND_1,2020.01.15 02:00,+5.2100e+001,1
309_WIND_1,2020.01.15 03:00,+7.3200e+001,1
309_WIND_1,2020.01.15 04:00,+3.2600e+001,1
309_WIND_1,2020.01.15 05:00,+2.3600e+001,1
309_WIND_1,2020.01.15 06:00,+3.2700e+001,1
309_WIND_1,2020.01.15 07:00,+7.5300e+001,1
309_WIND_1,2020.01.15 08:00,+7.9200e+001,1
309_WIND_1,2020.01.15 09:00,+8.4200e+001,1
309_WIND_1,2020.01.15 10:00,+8.9600e+001,1
309_WIND_1,2020.01.15 11:00,+4.1000e+001,1
309_WIND_1,2020.01.15 12:00,+4.0300e+001,1
309_WIND_1,2020.01.15 13:00,+2.4600e+001,1
309_WIND_1,2020.01.15 14:00,+4.3800e+001,1
309_WIND_1,2020.01.15 15:00,+3.2100e+001,1
309_WIND_1,2020.01.15 16:00,+1.9000e+001,1
309_WIND_1,2020.01.15 17:00,+0.0000e+000,1
309_WIND_1,2020.01.15 18:00,+0.0000e+000,1
309_WIND_1,2020.01.15 19:00,+0.0000e+000,1
309_WIND_1,2020.01.15 20:00,+0.0000e+000,1
309_WIND_1,2020.01.15 21:00,+3.4200e+001,1
309_WIND_1,2020.01.15 22:00,+0.0000e+000,1
309_WIND_1,2020.01.15 23:00,+0.0000e+000,1
309_WIND_1,2020.01.16 00:00,+0.0000e+000,1
309_WIND_1,2020.01.16 01:00,+2.4100e+001,1
309_WIND_1,2020.01.16 02:00,+6.3400e+001,1
309_WIND_1,2020.01.16 03:00,+5.5800e+001,1
309_WIND_1,2020.01.16 04:00,+5.0000e+001,1
309_WIND_1,2020.01.16 05:00,+6.6500e+001,1
309_WIND_1,2020.01.16 06:00,+4.0500e+001,1
309_WIND_1,2020.01.16 07:00,+2.5600e+001,1
309_WIND_1,2020.01.16 08:00,+4.0200e+001,1
309_WIND_1,2020.01.16 09:00,+4.8500e+001,1
309_WIND_1,2020.01.16 10:00,+9.4000e+001,1
309_WIND_1,2020.01.16 11:00,+8.8900e+001,1
309_WIND_1,2020.01.16 12:00,+8.2400e+001,1
309_WIND_1,2020.01.16 13:00,+8.5300e+001,1
309_WIND_1,2020.01.16 14:00,+5.6600e+001,1
309_WIND_1,2020.01.16 15:00,+4.8200e+001,1
309_WIND_1,2020.01.16 16:00,+7.7800e+001,1
309_WIND_1,2020.01.16 17:00,+1.2080e+002,1
309_WIND_1,2020.01.16 18:00,+1.4340e+002,1
309_WIND_1,2020.01.16 19:00,+1.4410e+002,1
309_WIND_1,2020.01.16 20:00,+1.4130e+002,1
309_WIND_1,2020.01.16 21:00,+1.3660e+002,1
309_WIND_1,2020.01.16 22:00,+1.4480e+002,1
309_WIND_1,2020.01.16 23:00,+1.4350e+002,1
309_WIND_1,2020.01.17 00:00,+1.4070e+002,1
309_WIND_1,2020.01.17 01:00,+1.4580e+002,1
309_WIND_1,2020.01.17 02:00,+1.3820e+002,1
309_WIND_1,2020.01.17 03:00,+1.4760e+002,1
309_WIND_1,2020.01.17 04:00,+1.4670e+002,1
309_WIND_1,2020.01.17 05:00,+1.4230e+002,1
309_WIND_1,2020.01.17 06:00,+1.4520e+002,1
309_WIND_1,2020.01.17 07:00,+1.4130e+002,1
309_WIND_1,2020.01.17 08:00,+1.3870e+002,1
309_WIND_1,2020.01.17 09:00,+1.4500e+002,1
309_WIND_1,2020.01.17 10:00,+1.4330e+002,1
309_WIND_1,2020.01.17 11:00,+1.4360e+002,1
309_WIND_1,2020.01.17 12:00,+1.4790e+002,1
309_WIND_1,2020.01.17 13:00,+1.4760e+002,1
309_WIND_1,2020.01.17 14:00,+1.3990e+002,1
309_WIND_1,2020.01.17 15:00,+1.4630e+002,1
309_WIND_1,2020.01.17 16:00,+1.2600e+002,1
309_WIND_1,2020.01.17 17:00,+1.4460e+002,1
309_WIND_1,2020.01.17 18:00,+1.4210e+002,1
309_WIND_1,2020.01.17 19:00,+1.3900e+002,1
309_WIND_1,2020.01.17 20:00,+1.4080e+002,1
309_WIND_1,2020.01.17 21:00,+1.4340e+002,1
309_WIND_1,2020.01.17 22:00,+1.3050e+002,1
309_WIND_1,2020.01.17 23:00,+9.0700e+001,1
309_WIND_1,2020.01.18 00:00,+7.4400e+001,1
309_WIND_1,2020.01.18 01:00,+6.9200e+001,1
309_WIND_1,2020.01.18 02:00,+4.1000e+001,1
309_WIND_1,2020.01.18 03:00,+2.5300e+001,1
309_WIND_1,2020.01.18 04:00,+2.6500e+001,1
309_WIND_1,2020.01.18 05:00,+2.0900e+001,1
309_WIND_1,2020.01.18 06:00,+2.4100e+001,1
309_WIND_1,2020.01.18 07:00,+2.9100e+001,1
309_WIND_1,2020.01.18 08:00,+1.3000e+001,1
309_WIND_1,2020.01.18 09:00,+6.6000e+000,1
309_WIND_1,2020.01.18 10:00,+5.1000e+000,1
309_WIND_1,2020.01.18 11:00,+6.0000e+000,1
309_WIND_1,2020.01.18 12:00,+3.7000e+000,1
309_WIND_1,2020.01.18 13:00,+6.0000e-001,1
309_WIND_1,2020.01.18 14:00,+2.0000e-001,1
309_WIND_1,2020.01.18 15:00,+1.4000e+000,1
309_WIND_1,2020.01.18 16:00,+2.5000e+000,1
309_WIND_1,2020.01.18 17:00,+5.8000e+000,1
309_WIND_1,2020.01.18 18:00,+2.0000e+000,1
309_WIND_1,2020.01.18 19:00,+2.0000e-001,1
309_WIND_1,2020.01.18 20:00,+3.7000e+000,1
309_WIND_1,2020.01.18 21:00,+3.6000e+000,1
309_WIND_1,2020.01.18 22:00,+5.7000e+000,1
309_WIND_1,2020.01.18 23:00,+3.9000e+000,1
309_WIND_1,2020.01.19 00:00,+3.0000e+000,1
309_WIND_1,2020.01.19 01:00,+4.3000e+000,1
309_WIND_1,2020.01.19 02:00,+1.0300e+001,1
309_WIND_1,2020.01.19 03:00,+2.7200e+001,1
309_WIND_1,2020.01.19 04:00,+4.0700e+001,1
309_WIND_1,2020.01.19 05:00,+4.6800e+001,1
309_WIND_1,2020.01.19 06:00,+5.0500e+001,1
309_WIND_1,2020.01.19 07:00,+4.8100e+001,1
309_WIND_1,2020.01.19 08:00,+6.1100e+001,1
309_WIND_1,2020.01.19 09:00,+8.0600e+001,1
309_WIND_1,2020.01.19 10:00,+7.4100e+001,1
309_WIND_1,2020.01.19 11:00,+3.7300e+001,1
309_WIND_1,2020.01.19 12:00,+1.9100e+001,1
309_WIND_1,2020.01.19 13:00,+2.0500e+001,1
309_WIND_1,2020.01.19 14:00,+1.8100e+001,1
309_WIND_1,2020.01.19 15:00,+1.4000e+001,1
309_WIND_1,2020.01.19 16:00,+2.2000e+000,1
309_WIND_1,2020.01.19 17:00,+4.4600e+001,1
309_WIND_1,2020.01.19 18:00,+8.3500e+001,1
309_WIND_1,2020.01.19 19:00,+5.3000e+001,1
309_WIND_1,2020.01.19 20:00,+3.6700e+001,1
309_WIND_1,2020.01.19 21:00,+9.3000e+000,1
309_WIND_1,2020.01.19 22:00,+6.4000e+000,1
309_WIND_1,2020.01.19 23:00,+4.9700e+001,1
309_WIND_1,2020.01.20 00:00,+1.0970e+002,1
309_WIND_1,2020.01.20 01:00,+6.7900e+001,1
309_WIND_1,2020.01.20 02:00,+8.1700e+001,1
309_WIND_1,2020.01.20 03:00,+1.0120e+002,1
309_WIND_1,2020.01.20 04:00,+1.2750e+002,1
309_WIND_1,2020.01.20 05:00,+1.2490e+002,1
309_WIND_1,2020.01.20 06:00,+9.5900e+001,1
309_WIND_1,2020.01.20 07:00,+4.6400e+001,1
309_WIND_1,2020.01.20 08:00,+4.8800e+001,1
